Country name,Ladder score,upperwhisker,lowerwhisker,Log GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Dystopia + residual
Noisy Synthetic Country 1,7.855212198746238,7.890515305448892,7.628434307596393,1.893182849748476,1.6115561869254653,0.6495418443555713,0.9135492812506527,0.04324115660551267,0.6134234954312835,1.927122834412985
Noisy Synthetic Country 2,7.491868240462224,7.649395632550371,7.415289119395973,2.0123613269035254,1.5140221192331929,0.6577066313778255,0.8651994128438574,0.3136736166236125,0.5989123555944696,1.9387227233041349
Noisy Synthetic Country 3,7.660363875944276,7.651729440508573,7.276606924543539,1.7918162823316055,1.6327787822681057,0.5963195790412436,0.7850478118196927,0.23307926412232416,0.12200274915336798,2.1998600181869894
Noisy Synthetic Country 4,7.283695747145028,7.499554459420711,7.278628489998329,1.816505889723584,1.5681468944894326,0.7019896520510347,0.928343656472304,0.29650574703724253,0.4787841776461415,1.716629463860656
Noisy Synthetic Country 5,7.177577353301189,7.495452874110067,7.476364107849716,1.7750163675051829,1.6279075982612992,0.7433241722785836,0.6671287844401785,0.11969494328525362,0.1514980215659707,2.4199754271873477
Noisy Synthetic Country 6,7.10418854761518,7.378981500460612,7.202061734675338,2.021067635593809,1.3244690629645293,0.7617827346246369,0.7442035849311998,0.2695862850575151,0.39298287315400543,1.8483132776281777
Noisy Synthetic Country 7,7.152579386283619,7.307920848323199,7.134606813049552,2.0092489715264232,1.4374231230718055,0.8116084764192494,0.7688225599739266,0.08588748747198593,0.5182945513693239,1.519499072572426
Noisy Synthetic Country 8,7.05174847231992,7.370618463919454,6.961865640503551,1.9490007560248301,1.3629693470201545,0.5878120142526575,0.7536377169667958,0.020237727626462643,0.43905170292964946,1.685620097943592
Noisy Synthetic Country 9,7.051060182137044,7.106508426651048,7.107875055217131,1.9198103747439337,1.3616211131588125,0.8036114570406381,0.8776152896584466,0.09732497229518505,0.5059061412556066,1.5099130151253957
Noisy Synthetic Country 10,6.955565612003387,7.183227184222929,7.046875900538223,1.9847014426484495,1.3949377926408908,0.47987220080008547,0.7797321625340397,0.24967420170800014,0.4783810381599424,1.6943778945044436
Noisy Synthetic Country 11,7.041607386149982,7.30121343960975,7.031405662251686,1.702735581522143,1.3249675179622202,0.8157997204942182,0.8586659224366551,0.20219213919970463,0.4770584616334112,1.6735193332723557
Noisy Synthetic Country 12,7.045419063589744,7.170645195420505,6.9035522103390905,1.5324909926019061,1.4627729022739557,0.631610080108922,0.769141412509361,0.12439556184808528,0.2303535866618474,2.238828488507779
Noisy Synthetic Country 13,6.748832951965672,7.082614679037561,6.916945582384031,1.8403462422701709,1.2328558505541276,0.5021844310371195,0.7593956310925715,0.24561717699351518,0.30639226854852597,2.0990179549120342
