Country name,Ladder score,upperwhisker,lowerwhisker,Log GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Dystopia + residual
TruncNorm Synthetic Country 1,6.221050644488045,7.283686975684459,6.202910024928993,1.165337054771098,1.0752179127859942,0.5145012984117789,0.630824323345087,0.1572436944657409,0.19920953939418412,2.3616083474089784
TruncNorm Synthetic Country 2,4.764934788870516,7.074417101395146,5.056331660431286,1.2836372967669845,0.9320215346130638,0.7038635135560489,0.5554349318096725,0.09555107911526914,0.16635803729377552,0.8949243774715767
TruncNorm Synthetic Country 3,7.669611388855068,6.244268957176409,6.70914747837507,2.0142083280225336,0.623834138448538,0.5308802614991859,0.23639655212638466,0.1560592370526012,0.030825794770712192,2.007114560565954
TruncNorm Synthetic Country 4,5.101966878908001,5.663855742032921,4.331806230381073,1.5297624454305234,1.1127525726446728,0.2288375591667446,0.6232991604164523,0.1282371599705466,0.16725692147435967,1.8062453630376902
TruncNorm Synthetic Country 5,6.021578299811236,7.523316479581645,5.244337877560406,1.382297766582125,1.149619154618892,0.2185154310001871,0.7144210819436028,0.23488766963662172,0.21496630392306912,1.7586267895945995
TruncNorm Synthetic Country 6,4.982881592638312,5.5426516047811445,4.548849617493896,1.5368050727180351,0.9006340729896165,0.5252785714143906,0.6369614396316713,0.13867062848003606,0.33204807408542214,1.7385192245974348
TruncNorm Synthetic Country 7,4.896928983398146,5.428769253632433,6.209924314441636,1.4203140314457274,0.6525709120526632,0.4887696698671567,0.6743018203213287,0.18611070782068148,0.3081046993854255,2.077137031438669
TruncNorm Synthetic Country 8,4.181730072311247,6.0133054488256175,6.810360890114547,2.073910297745414,1.2416198294097014,0.2907376757222947,0.14025027251360972,0.2506106169431113,0.21825749013455797,1.831065010087902
TruncNorm Synthetic Country 9,7.710832172219241,5.541525206691047,4.534532693406724,1.0242107707295751,0.9696724498448986,0.5613939644569683,0.5088484870795226,0.06938166342009497,0.21537300628681497,1.7514744518596683
TruncNorm Synthetic Country 10,6.02881296851584,5.907842699940536,2.969229975014231,1.3966282429514687,1.3215423210319304,0.2788605003842304,0.8199153827072236,0.10953373310987996,0.251189382002977,2.4079126160103423
TruncNorm Synthetic Country 11,3.3650654456951044,5.671725928110731,5.25468235771077,1.1339557382908876,0.6879375354443429,0.49199204886862447,0.6769931529076811,0.05870241984475574,0.2493264686719902,0.9842052491914784
TruncNorm Synthetic Country 12,5.2595647963757575,6.163807269210734,4.941039536686788,1.9364308738358404,0.9656413906726037,0.20207369269755426,0.7236589821348152,0.17533083309846428,0.10100787776253951,1.2081030011585807
TruncNorm Synthetic Country 13,5.639641575191534,6.179916899318173,5.8675576785652765,1.8223153236141036,0.9609701093865556,0.5089306812780856,0.7570557386578718,0.1286102148607038,0.4359565469729524,1.9093849513924734
TruncNorm Synthetic Country 14,5.556638736156762,4.406964016815452,3.7114900698291344,1.5937656486361427,0.7611548697529993,0.3058757539849133,0.7303156322376841,0.22582069965760826,0.27210451474387115,0.710639476545605
TruncNorm Synthetic Country 15,5.924958207587961,4.56039511810514,4.323503116551584,1.8349021553572544,0.5384440856567577,0.5170376603496645,0.5603028196329028,0.16415696434304675,0.28611568843561674,1.77775665786509
TruncNorm Synthetic Country 16,6.685390348493376,5.615438843379025,6.87554513543267,1.032935298950775,0.9998577418745802,0.5784680597028664,0.7419976877672758,0.09010913563943566,0.0037634479869146087,1.6571686747157492
TruncNorm Synthetic Country 17,6.269032645252335,7.725043028413422,6.737181482179908,1.9167704706449307,1.187544671500261,0.4862327337294225,0.7291705954530158,0.06765973790137934,0.0217811748124091,1.7469410515716892
TruncNorm Synthetic Country 18,6.017158976444888,5.615148011378453,5.225339458437052,1.4977999514940763,1.1779864154083841,0.6720129490516439,0.33426910417074257,0.15704315858484133,0.13894025489546394,1.5361462402183277
TruncNorm Synthetic Country 19,6.009634979263517,6.264124353312469,4.740913923942518,2.104395290157922,1.0296077600223894,0.39883301804820437,0.5544216292508857,0.22088379476232095,0.08124674468172433,1.4082691207495643
TruncNorm Synthetic Country 20,5.835136983108887,4.980978967399916,4.192029656102603,1.0688699607716172,1.1922182168491096,0.8325988857537001,0.5526710055304004,0.12255098940898337,0.17845499236828485,1.3834513877248964
TruncNorm Synthetic Country 21,5.5811759684535325,3.725543818519483,4.236641611863132,1.808755233216134,1.2610147101065903,0.4746734844482119,0.6984279127981705,0.0998901608709292,0.2832210503590294,2.1185452760049492
