Country name,Ladder score,upperwhisker,lowerwhisker,Log GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Dystopia + residual
SMOTE Synthetic Country 1,7.31173995622217,7.396652822745991,7.227058993417925,1.9348391247514143,1.513289540486792,0.7086380743915096,0.8356957111587264,0.22330428884127357,0.4932761487830193,1.6026970678094348
SMOTE Synthetic Country 2,6.363623014961597,6.450871902103705,6.277285761600913,1.6213903393331073,1.3711207892458126,0.6714977742842161,0.648746661426324,0.11540940806564048,0.07941831092877646,1.8550397316777198
SMOTE Synthetic Country 3,4.845339692341602,4.96523277810836,4.724446606574842,1.1302577470707011,0.5520064014692436,0.46520121660238534,0.6240565941597791,0.07382394343434573,0.07823898850321369,1.9217548011019328
SMOTE Synthetic Country 4,6.928587204146091,7.032722411247569,6.825278254441096,1.8342279585818426,1.3895401627172443,0.6570039201190706,0.8200502958592533,0.19600392011907064,0.1539307692340585,1.8794826923085146
SMOTE Synthetic Country 5,5.45447442787621,5.5593724831799385,5.349576372572483,1.6452391849976942,1.4524708295559186,0.5838191558904688,0.6121703929475404,0.08671181371375866,0.02896684735388172,1.0442121975955034
SMOTE Synthetic Country 6,5.974351604859195,6.069109629155169,5.879255679348422,1.4635477797349266,1.2961053053009841,0.6019679028161022,0.7323837020430927,0.13166209878520127,0.1305477797349265,1.617799135229163
SMOTE Synthetic Country 7,5.773583839119931,5.887055470515201,5.660759117525337,1.2343014197668936,1.174056737209459,0.514834855148651,0.699050403738174,0.09770491370439169,0.06400126669425701,1.989281152658781
SMOTE Synthetic Country 8,6.76520715983117,6.852634452718461,6.677156958659371,1.6736125297045477,1.3736794646002801,0.5776370473634513,0.6042703342279204,0.05983785205064898,0.12014800887040807,2.3560219230139134
SMOTE Synthetic Country 9,6.035216858924355,6.1324729576392345,5.937960760209475,1.7491134644455517,1.4542852685386567,0.6760694496907695,0.602606041980049,0.0806352118038256,0.13139447805818505,1.3411129444073175
SMOTE Synthetic Country 10,3.87967979024743,3.989365179514782,3.769934208506244,1.1038218729021314,0.27650796054213883,0.5049944009800778,0.7710272967269559,0.1430698161655341,0.17241732264506016,0.9068411202855317
SMOTE Synthetic Country 11,4.562514380820292,4.713108712940467,4.411920048700117,1.0745945432409039,0.665269671143877,0.37010765733682177,0.41829843278446166,0.13716222492778432,0.1510803735413405,1.7466230937607594
SMOTE Synthetic Country 12,5.214700822123613,5.330471003383118,5.098684677116009,1.267447281107429,1.0439629308793157,0.5152174623669338,0.38121845283836825,0.12870181259504726,0.08538648971105635,1.7927663926254624
SMOTE Synthetic Country 13,5.8839809199644675,6.0773250047463945,5.689970017087021,1.217028620053298,1.2277104296053076,0.5453431762088061,0.671322279027033,0.1176536437852718,0.04565864093743494,2.0592641303473163
SMOTE Synthetic Country 14,4.341,4.446,4.236,1.011,1.019,0.442,0.863,0.17,0.071,0.765
SMOTE Synthetic Country 15,6.399357135113832,6.544663259264639,6.2534336640667965,1.2630867344811492,1.1140561262355435,0.5176224454908477,0.7850050985946178,0.09141836828294332,0.18603570684022364,2.4427500020847375
SMOTE Synthetic Country 16,4.294784627006894,4.405344397472676,4.184313850802758,1.0681895680971916,0.7684476170563317,0.36676356388498427,0.6076039927354964,0.20240074903850752,0.04099316220010138,1.242296979732637
SMOTE Synthetic Country 17,6.485661892999838,6.586132157190662,6.385232377717413,1.6956178406029512,1.2414196048169577,0.586667401755836,0.7143105720457202,0.04409691703826157,0.008811674679474314,2.1956563842438412
SMOTE Synthetic Country 18,3.0193404666099886,3.235189548145955,2.803795520633981,0.9818469253326656,0.7556665717142733,0.19345031433162052,0.40122372299268494,0.0771289489197074,0.06551579567882959,0.5451602554201866
SMOTE Synthetic Country 19,4.347704627995877,4.47436573382871,4.221559262778111,0.9939805597027739,1.0030120409329089,0.43890555630959527,0.6499991259771402,0.28913608208058267,0.12412128335194808,0.8490657202559956
SMOTE Synthetic Country 20,6.561,6.667,6.455,1.364,1.277,0.599,0.739,0.254,0.073,2.255
SMOTE Synthetic Country 21,3.842751298068998,3.9639435888381667,3.7205590072998294,0.9932817037650452,0.7973667165306602,0.41402622546659074,0.640002376137191,0.13870043122727727,0.2576301152864183,0.6010587872990243
SMOTE Synthetic Country 22,5.065677998582087,5.169561887240773,4.962528192038996,1.7570450020718242,1.1773932609596445,0.6910974418755185,0.2772547612866005,0.08900751286799094,0.19131843282422026,0.8835615866962885
SMOTE Synthetic Country 23,5.401470349560893,5.499517537599375,5.30342316152241,1.7461993341697284,1.3497078205772408,0.6883850246757901,0.5634931781681667,0.10978841923879507,0.17175334404004447,0.7719803667923395
SMOTE Synthetic Country 24,4.488514625245556,4.6281468156268355,4.3479028687319845,0.7565184037984443,0.6822835551126354,0.32981609519063954,0.4606960110196579,0.32032190381279013,0.048531280560374764,1.890347375751014
SMOTE Synthetic Country 25,6.095377846095281,6.194585896483469,5.995711445729928,1.6761650022834615,1.4954571516212576,0.5776660009133846,0.6506691965291386,0.1349170994063,0.09129254878976543,1.469210846551973
SMOTE Synthetic Country 26,4.923,5.024,4.822,1.435,1.136,0.571,0.366,0.235,0.123,1.057
SMOTE Synthetic Country 27,5.695475849256163,5.795055467108247,5.596372080660243,1.397028662482292,1.3694792991640614,0.5299893844715289,0.5759535563686637,0.1505151272669264,0.05709660297534724,1.6169373672711804
SMOTE Synthetic Country 28,6.123816332079381,6.220197164562717,6.026810842683299,1.6595343087255086,1.483649359195111,0.5710137234902034,0.6759478507372272,0.13924107973136782,0.10010681637548055,1.4943231938244823
SMOTE Synthetic Country 29,4.482360455879574,4.625942694328724,4.338155295161914,0.7222847867355286,0.7068132027551091,0.3053014085874439,0.44995013444425425,0.3040148802310615,0.06025502627340569,1.9337410168527709
SMOTE Synthetic Country 30,3.245,3.366,3.124,0.654,0.566,0.253,0.469,0.181,0.053,1.068
SMOTE Synthetic Country 31,4.054,4.123,3.985,1.166,0.653,0.417,0.767,0.174,0.122,0.756
SMOTE Synthetic Country 32,6.18968299618372,6.306292694988473,6.073109884252527,1.5670489885511607,1.3856465329420102,0.5842316756552581,0.680451196896613,0.08846347494236542,0.07992682625288174,1.803877714069872
SMOTE Synthetic Country 33,6.719,6.815,6.622,1.871,1.39,0.702,0.7,0.174,0.368,1.513
SMOTE Synthetic Country 34,4.91285921009856,5.0390092228275325,4.787520560427361,0.9688432610849645,0.8035589300611667,0.288,0.5259045604978765,0.12486817834664389,0.07961824199150598,2.1220660381164023
SMOTE Synthetic Country 35,4.0786127692394825,4.157122248263828,4.0001032902151366,1.1839001958105329,0.7145319230987066,0.45000348602566986,0.7345558950934092,0.15255705710196588,0.1344928449927677,0.7090119859973514
SMOTE Synthetic Country 36,5.973,6.061,5.885,1.497,1.239,0.629,0.704,0.132,0.164,1.608
SMOTE Synthetic Country 37,5.970275475536926,6.078904017900198,5.861841542063874,1.4739986192395516,1.2186300094480202,0.6079599988402642,0.6877737887461948,0.13477734687613319,0.16207754217733122,1.601755834750956
SMOTE Synthetic Country 38,4.657,4.779,4.535,1.069,0.6,0.321,0.542,0.144,0.074,1.907
SMOTE Synthetic Country 39,4.47985977063648,4.636443469553804,4.324161009762839,0.6206044793166425,0.791192565241849,0.20762964672384437,0.4192844608548906,0.21282221196569337,0.12059408911698305,2.1078473793728953
SMOTE Synthetic Country 40,4.354,4.501,4.208,0.978,0.988,0.436,0.45,0.401,0.174,0.928
SMOTE Synthetic Country 41,5.934,6.027,5.84,1.684,1.276,0.696,0.337,0.018,0.093,1.83
SMOTE Synthetic Country 42,5.825525322576574,5.9772602543222355,5.673424032270276,1.3465323511330638,1.2942188523499618,0.5511589640159372,0.6774147890894006,0.08139630272764986,0.03813826302980018,1.8360321587913986
SMOTE Synthetic Country 43,6.45328676348118,6.525221761639384,6.380485336488434,1.7285164472524999,1.4179349981582043,0.6358610776117429,0.611687476977553,0.08266963956822186,0.17800535122279934,1.7976785582728874
SMOTE Synthetic Country 44,7.066140702660504,7.153536877025698,6.97874452829531,1.9869364541120351,1.4180669486091084,0.7431372999393604,0.763159830834535,0.17032582303494181,0.4914631229743023,1.4931502667475194
SMOTE Synthetic Country 45,6.821030422216329,6.901303238878575,6.740515211108164,1.7788792944193967,1.4971835165826832,0.6283042221632865,0.7254318107368696,0.14476153869292777,0.07963493340405614,1.9668351062171086
SMOTE Synthetic Country 46,4.928413676187,5.03035065860398,4.826580802927461,1.4627971450370922,1.1400602571402494,0.5772465494465375,0.34892609817946396,0.21761377070713703,0.12216712674046165,1.0597068380934995
SMOTE Synthetic Country 47,4.011954657094764,4.09127347751473,3.932481824429723,1.1127117632043522,0.6611626489889287,0.4113015469322573,0.7580672897857007,0.17661820816626014,0.1427916530850071,0.749993522442109
SMOTE Synthetic Country 48,5.937117720036048,6.03479430009012,5.838830854986482,1.6941325901171556,1.3418618357615117,0.6730068147341468,0.3884423805947902,0.03592689020727538,0.07351424977470067,1.7302329588464676
SMOTE Synthetic Country 49,6.53906537218077,6.650787449003178,6.427104875490762,1.3403964331075677,1.2300312860827356,0.5870790066199837,0.7573583298052251,0.21323020264034417,0.11591557616805877,2.295292957624455
SMOTE Synthetic Country 50,5.705511825842391,5.819221905942383,5.5918017457424,1.4435698911514947,1.2435458328212043,0.6367490614030656,0.6510626329878567,0.07314973095151155,0.07025093859693443,1.5891016142909309
SMOTE Synthetic Country 51,6.444425537676038,6.5163400846686415,6.371590516508877,1.7421353429230801,1.4141768331967435,0.6394373920399412,0.6019483827233743,0.08048308213461498,0.17607359864349195,1.7892504318402354
SMOTE Synthetic Country 52,6.725,6.818,6.631,1.939,1.392,0.542,0.586,0.223,0.169,1.873
SMOTE Synthetic Country 53,4.91477226346796,5.04409523754879,4.784751377939932,1.3073861317339799,1.1594365918123175,0.3181772764537026,0.4838960734289275,0.06174987473273347,0.07278145355930812,1.5106469502997932
SMOTE Synthetic Country 54,6.026859551427505,6.152258708427879,5.900724650034288,1.1947399593909778,1.1166676276056633,0.4571195920365273,0.7979889056414443,0.11908342614387009,0.1214659416064098,2.219058354609768
SMOTE Synthetic Country 55,5.9085220758637575,6.004809549945853,5.811508557955169,1.5982517176920004,1.2497002073432333,0.6866854901007284,0.4131598162352202,0.03443737041047917,0.07546680489548888,1.851094625360115
SMOTE Synthetic Country 56,4.959861760198692,5.0910314627441835,4.8292752529920415,1.0001022385787415,0.7401283041978822,0.288,0.5318369211901262,0.12349917203304782,0.10334768476050447,2.1729474394383894
SMOTE Synthetic Country 57,6.689887262534454,6.788247985811637,6.590526539257272,1.913000492105665,1.383690878920367,0.5336908789203672,0.6398752689356844,0.19378405813935523,0.1740926871133234,1.8507529983996924
SMOTE Synthetic Country 58,3.2065176268832016,3.4331810920513597,2.980506405327193,0.7303125026214474,0.7518894294624999,0.08798236612627197,0.5042211550560526,0.11642788239723686,0.07387179558877192,0.9421169828552194
SMOTE Synthetic Country 59,5.162961262281274,5.285658895503886,5.040643471273502,1.1411248109852064,0.993720946710955,0.47710867818375474,0.5116040249837075,0.16682927060917593,0.07344942839433512,1.7991241024141384
SMOTE Synthetic Country 60,6.272502201706705,6.368337784666721,6.177356117120023,1.700621003253334,1.4719818113066305,0.5854246122400214,0.6827670878400168,0.10712789589331345,0.06713244306665579,1.6570683513600672
SMOTE Synthetic Country 61,4.904080414314984,5.017556864593661,4.79090867398057,1.4572579003811184,1.2723406078029642,0.5489557734232158,0.5002794339105119,0.2188779420945946,0.052423894983808686,0.8535542816072985
SMOTE Synthetic Country 62,6.3439555439971675,6.4691791951572934,6.218845154579001,1.7017734765160832,1.4051383620671651,0.6251849398048758,0.7138838659342506,0.07024875148533259,0.04696416096854126,1.7815354637370024
SMOTE Synthetic Country 63,4.445333684940282,4.5827627200753005,4.307639211195259,0.8102340339795717,0.47979193358145195,0.3131050880301201,0.498666315059718,0.2461364926605536,0.12292526177946728,1.9748418405443968
SMOTE Synthetic Country 64,5.957902839509447,6.054648806895255,5.860335251522962,1.7036217339256647,1.2654756154398707,0.7045622111675628,0.37124884467025127,0.03690821632836788,0.08515130642973409,1.7909349115479947
SMOTE Synthetic Country 65,5.973078601345284,6.061864614798126,5.884292587892443,1.4966593941704354,1.24182964843023,0.6287641959641475,0.7053624233182588,0.13595626771263636,0.16033193722007227,1.604200934977932
SMOTE Synthetic Country 66,3.245,3.366,3.124,0.654,0.566,0.253,0.469,0.181,0.053,1.068
SMOTE Synthetic Country 67,5.845482503689475,5.953351306050737,5.737793001475789,1.3987915228747405,1.165655988193682,0.6419183834711552,0.6108760966056836,0.08391690487010607,0.060377525826320055,1.8851253819953655
SMOTE Synthetic Country 68,4.475254639576837,4.628480485865415,4.322420987634426,0.6476737155567924,0.7682277579430484,0.23881127032612118,0.42558733569201385,0.2502136996531973,0.09324631625039789,2.051494544155266
SMOTE Synthetic Country 69,6.284,6.433,6.135,1.097,1.263,0.542,0.793,0.133,0.251,2.203
SMOTE Synthetic Country 70,5.807606019437718,5.923248686822986,5.692368456804088,1.5676380939548769,1.3040032753794821,0.5191020950327803,0.6574862494566163,0.10706544708522879,0.16561714362707386,1.48728861015002
SMOTE Synthetic Country 71,4.578982561296537,4.712434662390623,4.445530460202451,0.8449682723469372,0.6608392870623334,0.2873594530361216,0.49977037721555684,0.16475693323303137,0.14915441342994118,1.972849581290996
SMOTE Synthetic Country 72,3.502,3.636,3.368,0.899,0.809,0.264,0.727,0.168,0.109,0.526
SMOTE Synthetic Country 73,3.4164310579819235,3.5903073249405146,3.2432738577629805,1.391622680533063,0.9566389365444987,0.22273933807710045,0.4874958873202989,0.026641996715853516,0.09155173085197822,0.24017862141842627
SMOTE Synthetic Country 74,5.810894649140294,5.920873578968353,5.701915719312235,1.5607678238620315,1.3645093223461253,0.4861709868552204,0.6350437573303429,0.12785008331672082,0.11531969079865428,1.5222329846311986
SMOTE Synthetic Country 75,3.7241816010361126,3.884298742548391,3.564064459523834,0.8402342830245569,0.6427545756210105,0.3968104408535784,0.31624017179225183,0.20414165202416268,0.1283636797927775,1.1961730067448464
SMOTE Synthetic Country 76,3.2867343852333546,3.4625308192969406,3.111013782497903,0.5519720247678435,0.679104627032991,0.24213219202879757,0.476791566406718,0.18088604788962342,0.07298580726574669,1.0847862885135002
SMOTE Synthetic Country 77,5.422,5.549,5.295,1.389,1.369,0.322,0.537,0.078,0.034,1.693
SMOTE Synthetic Country 78,6.259173174037395,6.375507352483809,6.14283899559098,1.3936850901318443,1.2898227694198139,0.5465007606017734,0.7099873233037769,0.15015644079837998,0.15416049734117138,2.0148602924406345
SMOTE Synthetic Country 79,6.594,6.707,6.48,1.842,1.361,0.511,0.787,0.114,0.188,1.79
SMOTE Synthetic Country 80,6.4196113942133435,6.497837951529943,6.340384836896743,1.77287397484313,1.5038994678402695,0.6709159832287533,0.7832910661631449,0.18937885182430556,0.3241837725772818,1.1739032367301834
SMOTE Synthetic Country 81,4.372,4.501,4.243,0.772,1.151,0.373,0.587,0.178,0.054,1.256
SMOTE Synthetic Country 82,5.221,5.396,5.047,0.892,0.622,0.306,0.523,0.124,0.138,2.617
SMOTE Synthetic Country 83,6.899128651412097,6.972656025936584,6.8256012768876095,1.8759260976368775,1.3915109321038095,0.6927974462247801,0.7168777330259524,0.1905146056483883,0.30820255377521977,1.7232992829970697
SMOTE Synthetic Country 84,5.785,5.859,5.712,1.642,1.351,0.531,0.551,0.138,0.121,1.451
SMOTE Synthetic Country 85,6.95476666828011,7.0515249963697535,6.859008340190466,1.5775665521122137,1.3724750036302467,0.661,0.7987499878991775,0.11430829662750513,0.12585831356865662,2.30680851444231
SMOTE Synthetic Country 86,7.045805777633483,7.127769118084075,6.964300315323747,1.896739497463139,1.4717035703672487,0.7131170175767019,0.7530475841688801,0.19726754146533518,0.48975819346460314,1.5241723731275751
SMOTE Synthetic Country 87,5.695,5.806,5.584,1.437,1.241,0.648,0.644,0.072,0.059,1.596
SMOTE Synthetic Country 88,7.10577977868707,7.194163613959177,7.01757035439682,2.0832699650045163,1.3849986888798282,0.7018956156349186,0.7914073959977294,0.1599528785487574,0.44037172712925443,1.5447090965102057
SMOTE Synthetic Country 89,6.411,6.522,6.3,1.538,1.391,0.585,0.663,0.2,0.101,1.932
SMOTE Synthetic Country 90,5.407277520859963,5.52207485101454,5.292480190705385,1.442103742550727,1.0813101311112012,0.6140615017874259,0.6626417163284867,0.07849573301445863,0.13381067938169114,1.3944861025023962
SMOTE Synthetic Country 91,3.5091793878372926,3.6779890661242205,3.3403697095503655,1.183936228864761,0.9683196961029881,0.19023709113497078,0.2934913940899805,0.061555375331917836,0.1156349463811546,0.69500465593152
SMOTE Synthetic Country 92,5.7938306909945085,5.904220526526467,5.684237467306536,1.5702033881560138,1.349864473759453,0.509728651133327,0.6391695065958769,0.12035595397182215,0.12084743418419153,1.484457895037811
SMOTE Synthetic Country 93,4.451433841553589,4.577191643939157,4.324865489764414,0.9867955919561348,0.9434993526763377,0.35678901192783885,0.5318826405546522,0.2622971379752378,0.06615824105412084,1.3046329642164833
SMOTE Synthetic Country 94,6.408804348871151,6.501647528530119,6.316588616930722,1.6469218393611107,1.3194505465659314,0.6394702946686753,0.6755884505763048,0.08868602660910362,0.04929389257931774,1.9891384030736254
SMOTE Synthetic Country 95,4.682581260020541,4.80365440277342,4.561322745818238,1.0956934887170862,0.5760870830242769,0.3532546321998125,0.5584980589987547,0.1250921121587306,0.07548297159539367,1.8984729133264864
SMOTE Synthetic Country 96,4.332248727086182,4.460581416414189,4.204641490071588,0.8711705608922973,0.2537428404572297,0.2938837167171621,0.5357015637289865,0.11611821529881756,0.22564342208756757,2.036713860217534
SMOTE Synthetic Country 97,5.422,5.549,5.295,1.389,1.369,0.322,0.537,0.078,0.034,1.693
SMOTE Synthetic Country 98,7.014982670781134,7.0900481821665435,6.940813327327437,1.816022259960698,1.5179666100589528,0.6747651451608943,0.7442348548391058,0.22018540417587773,0.4624523804593452,1.5793560161262599
SMOTE Synthetic Country 99,5.830606357308311,5.972554642508043,5.68865807210858,1.5234553953471852,1.2655446046528147,0.5124512129075068,0.7349541406152817,0.09300585541554993,0.19214677952144754,1.5100483688485253
SMOTE Synthetic Country 100,6.358979012350952,6.4689302468054874,6.249517284071892,1.6599024689090704,1.3807413579640537,0.652580247019037,0.6862240738921612,0.08943333347569994,0.05866419761522959,1.8314543211247483
SMOTE Synthetic Country 101,5.45341647322722,5.558305994615165,5.348526951839274,1.4445708061622813,1.156264811547116,0.6023739545316915,0.6487110828593649,0.05363307358729749,0.17009072988256635,1.3768088408609203
SMOTE Synthetic Country 102,6.894,6.961,6.827,1.868,1.44,0.69,0.729,0.17,0.311,1.686
SMOTE Synthetic Country 103,2.061710000002699,2.1689677406174552,1.9546848259408454,0.6612570170651099,0.19791413652033904,0.1857188941975064,0.12163230716819898,0.0889069010238742,0.0873023003412914,0.7192110102392818
SMOTE Synthetic Country 104,4.161947928135991,4.272655082188533,4.051240774083449,1.2445075840989022,0.9228698203399764,0.561748358182351,0.6247050038207397,0.07995445654819003,0.17679175140235887,0.5499175917403816
SMOTE Synthetic Country 105,6.3931837937468305,6.475296441996957,6.310071145496704,1.7886238477525778,1.4609861657488592,0.7208405794990703,0.6590553370045638,0.16758564025553568,0.15771409699780262,1.4387490092384638
SMOTE Synthetic Country 106,5.831708385848178,5.940053366942833,5.723363404753521,1.3762033039250203,1.2160514629090697,0.6174002520712539,0.6447331652858307,0.07762833543392711,0.03457496849109326,1.865373568599837
SMOTE Synthetic Country 107,5.517332059803094,5.6212622670486905,5.413401852557498,1.4903238854549605,1.3215272662487454,0.5178424220829151,0.7022742619875421,0.24651362759788237,0.03135496124144378,1.2070130833782056
SMOTE Synthetic Country 108,4.548,4.686,4.41,0.756,0.685,0.274,0.483,0.173,0.179,1.999
SMOTE Synthetic Country 109,6.308248858510019,6.4735787797166084,6.142802185333595,1.2605837598491763,1.158609074684661,0.47657366152649233,0.744456909556657,0.10243145666362402,0.09843159472117255,2.4672791534780716
SMOTE Synthetic Country 110,6.3776347463496945,6.501225408104527,6.254044084594863,1.6412434263896234,1.3916295330877415,0.6152175882115971,0.6988833860012715,0.11375396697939992,0.06448708091098683,1.8526788309445577
SMOTE Synthetic Country 111,6.193606177240516,6.306974987346177,6.080359240553129,1.5788185317215506,1.3964779241205574,0.5824406582162858,0.6791718987259184,0.09187493673088423,0.07975625316345579,1.7849441011435925
SMOTE Synthetic Country 112,5.875301577146998,6.0036028151225995,5.748000339171398,1.5112782181053614,1.1034334393063345,0.5470880776919229,0.5948626282356392,0.11452774101012883,0.19901129698790407,1.7640878827767332
SMOTE Synthetic Country 113,6.449816394303163,6.584032571379391,6.31470562165384,1.2644729778654715,1.0893809939946073,0.5403568369937327,0.8074622414206384,0.08531889739192537,0.23455422529150272,2.4291648169183793
SMOTE Synthetic Country 114,6.488303645145178,6.613267911629045,6.36254920089115,1.28577240075405,1.1213349792782614,0.5594911114919445,0.7998436883024054,0.11887960130245034,0.21523199862899967,2.3885400431572275
SMOTE Synthetic Country 115,6.914209797306131,7.015224326953974,6.813910072288569,1.8273178870773654,1.4059237193488268,0.6544405064964421,0.8155921852112036,0.19344050649644207,0.14233968154912935,1.8765849203872822
SMOTE Synthetic Country 116,6.949873340626736,7.022700621550997,6.877046059702475,1.8632010627682558,1.4471984058476162,0.6906855624616777,0.7382550932326495,0.18885296769613788,0.31511337477006646,1.7062240926194934
SMOTE Synthetic Country 117,4.892217952963092,5.017329673968365,4.767162092460456,1.4299727597607055,0.8904303638453053,0.4973901285084622,0.6653534091858124,0.11391441922606246,0.196493060442403,1.1360262061854112
SMOTE Synthetic Country 118,5.188529230652162,5.298648281239744,5.078410180064582,1.3915907549298419,1.0834281307989821,0.42741852521919005,0.5653390057698868,0.09275916049740253,0.1255234277816913,1.6203455468066426
