Country name,Ladder score,upperwhisker,lowerwhisker,Log GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Dystopia + residual
Scaled Noise Synthetic Country 1,7.809678058283916,7.9218754924823545,7.771632370359261,1.8822182562868193,1.5154807045364551,0.7349026674756869,0.8359079900267551,0.1566325654011358,0.5028653005044621,2.1309681108261107
Scaled Noise Synthetic Country 2,7.553791710349192,7.819028624750739,7.629346144457881,1.9943217566746847,1.565680323057047,0.6145915690878606,0.7444060461888696,0.25316034030238266,0.5308083085282902,1.864290893859306
Scaled Noise Synthetic Country 3,7.630119409313483,7.648758715415227,7.522122329247956,1.9409123769501582,1.6544024694738626,0.7138739207711259,0.8359360578389868,0.2635045646067895,0.1476383178115027,2.055117483065663
Scaled Noise Synthetic Country 4,7.472478351043882,7.555700642590794,7.325350869152771,1.8940763793304338,1.4908727349809272,0.7645416593596678,0.7091808772888912,0.18626709411041487,0.5714781357911374,1.6618293267086743
Scaled Noise Synthetic Country 5,7.4118909040470005,7.5170128271760195,7.365570511215799,1.7989624707576035,1.6010595583588172,0.7218037055269383,0.6745371059061398,0.18423518434847513,0.16834594125230162,2.414997462712355
Scaled Noise Synthetic Country 6,7.462276276356765,7.485510016410039,7.372597553871199,1.8553975349394463,1.572145288734367,0.6666763513334615,0.6904934094179944,0.26684456020635056,0.3455089627113699,1.8747637860662345
Scaled Noise Synthetic Country 7,7.418634354788727,7.415548632694833,7.285034420640081,1.9753731607767613,1.5379440883611852,0.7695196319903357,0.8666781159713374,0.22892222710306823,0.5132070527323369,1.5929329284253266
Scaled Noise Synthetic Country 8,7.193292742818013,7.242068445733204,7.145543802886647,2.119824891200604,1.3063617647645984,0.7698044538278268,0.8662108652631744,0.056551780392674236,0.3990618854389034,1.5994445986339223
Scaled Noise Synthetic Country 9,7.087583279064467,7.163093219528875,7.0882835963731505,1.952467703598022,1.4973921863885549,0.73587024370865,0.8508554943797535,0.12005156097802933,0.5464317048682499,1.5315584529563127
Scaled Noise Synthetic Country 10,7.110469554998315,7.222020551911808,7.096986312952376,1.8423971387563838,1.494401245975132,0.7159680922648395,0.725071358034042,0.30266566446720905,0.2818827269772365,1.8696010499936218
Scaled Noise Synthetic Country 11,7.0978337149052635,7.141943772772175,7.099021057203519,1.748568475403248,1.4928342879579488,0.6861476647299155,0.7956081963132957,0.22783214242452574,0.5500618735615794,1.4777009823365794
Scaled Noise Synthetic Country 12,6.994063876347181,7.138112380844675,6.876652235199208,1.647159471553529,1.4204123564979931,0.6873931997847762,0.7971046512367209,0.07444691725843054,0.03905610806445298,2.301342422003668
Scaled Noise Synthetic Country 13,7.03967703391707,7.20518279252554,6.971021707749893,1.9428314068474102,1.3511786177123766,0.6637554134948412,0.8093322847175721,0.23581163417086287,0.13718373390390634,1.9037506956730257
Scaled Noise Synthetic Country 14,7.020785707212567,7.092784490664751,6.884352078668962,1.8712266671137812,1.2438729899290422,0.6646663345380007,0.6932004349394578,0.26262526844160483,0.26561653420298237,1.8286896180458556
Scaled Noise Synthetic Country 15,6.908023494025024,7.009014341724524,6.9094822966055265,1.7537550269787152,1.5375760221513604,0.7744445585400612,0.6548875516002405,0.20353514047514945,0.27208652288310486,1.6312366886460758
Scaled Noise Synthetic Country 16,6.90676057466335,7.022342940186436,6.9206409535155196,1.9171018615350965,1.4170637459182702,0.7360082930931123,0.7311459256804955,0.22451129378284562,0.2581672066088514,1.772098164336032
Scaled Noise Synthetic Country 17,6.9853248134446035,7.083443283019084,6.943039753260005,2.180000459489196,1.475893998671,0.7593981779832666,0.6779840822490549,0.19867792581112342,0.45892832933424144,1.144192585123417
Scaled Noise Synthetic Country 18,6.850449638026762,7.030721792410131,6.809468790611069,1.7856942130452804,1.5637493321771787,0.643532141668037,0.7549348416596683,0.1551847033847187,0.11567003899879719,1.8974724011239
Scaled Noise Synthetic Country 19,6.8979947970532205,6.9096602385185,6.833921520502189,1.8919079591756285,1.4890712301774938,0.6658805722279213,0.4824845629343994,0.05525055908933053,0.08980481760588335,2.2619550739167966
Scaled Noise Synthetic Country 20,6.7052381495516515,6.978558051707561,6.731130190383249,1.8097347869354994,1.329619356413601,0.734495238709429,0.7513333558985505,0.26871173709260693,0.2621978370054867,1.597338769125418
Scaled Noise Synthetic Country 21,6.8456996000534724,6.885142268731925,6.69848151668835,1.7803851613129824,1.4994136251129562,0.7640657303775946,0.7428533828950071,0.16188864915149903,0.1331494657268886,1.739284582985126
Scaled Noise Synthetic Country 22,6.804529731296197,6.826894561708722,6.699515131414448,1.9702708798765618,1.0938832967891086,0.5387250166886975,0.902736125429251,0.23814907445978004,0.29700760290776296,1.7339134636164162
